2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
2.056512743152357214e-01,-2.056512750684431623e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
-2.056512750684431623e-01,2.056512743152357214e-01
0.000000000000000000e+00,0.000000000000000000e+00
